"account_name","order_date"
"Land O'Lakes","2016-03-13 09:33:18"
"Qualcomm","2016-03-13 12:10:46"
"Qualcomm","2016-03-13 12:18:01"
"Aetna","2016-03-14 18:44:38"
"Citigroup","2016-03-14 21:35:34"
"Citigroup","2016-03-14 21:45:25"
"Leucadia National","2016-03-15 03:18:59"
"Leucadia National","2016-03-15 03:34:00"
"Intel","2016-03-15 05:59:09"
"Intel","2016-03-15 06:13:49"
"General Electric","2016-03-15 11:36:03"
"United Continental Holdings","2016-03-15 17:22:12"
"United Continental Holdings","2016-03-15 17:23:49"
"New York Life Insurance","2016-03-16 19:33:35"
"New York Life Insurance","2016-03-16 19:40:45"
"Southwest Airlines","2016-03-17 06:10:18"
"Southwest Airlines","2016-03-17 06:12:02"
"Southern","2016-03-17 08:08:27"
"Goodyear Tire & Rubber","2016-03-17 16:39:25"
"FirstEnergy","2016-03-17 18:33:31"
"State Street Corp.","2016-03-18 04:41:24"
"State Street Corp.","2016-03-18 05:05:47"
"Nationwide","2016-03-18 05:39:20"
"Western Digital","2016-03-18 05:56:22"
"Sysco","2016-03-18 09:20:39"
"Raytheon","2016-03-18 11:42:10"
"Western Refining","2016-03-18 21:11:52"
"Western Refining","2016-03-18 21:18:06"
"Tyson Foods","2016-03-19 01:03:53"
"Tyson Foods","2016-03-19 01:08:44"
"Verizon","2016-03-19 07:18:30"
"Stanley Black & Decker","2016-03-19 14:44:51"
"Ecolab","2016-03-19 21:19:29"
"Best Buy","2016-03-19 21:50:29"
"Best Buy","2016-03-19 21:56:00"
"Office Depot","2016-03-19 22:05:49"
"Office Depot","2016-03-19 22:08:43"
"EOG Resources","2016-03-19 22:49:47"
"Exelon","2016-03-20 02:32:03"
"Exelon","2016-03-20 02:45:46"
"Humana","2016-03-20 05:11:47"
"Reynolds American","2016-03-20 17:05:17"
"Archer Daniels Midland","2016-03-21 06:54:52"
"Archer Daniels Midland","2016-03-21 06:58:23"
"Kimberly-Clark","2016-03-21 19:13:54"
"Molina Healthcare","2016-03-21 21:31:27"
"Molina Healthcare","2016-03-21 21:44:06"
"NRG Energy","2016-03-22 18:34:03"
"NRG Energy","2016-03-22 18:45:12"
"PNC Financial Services Group","2016-03-22 22:28:12"
"PNC Financial Services Group","2016-03-22 22:43:00"
"Duke Energy","2016-03-23 03:45:17"
"Duke Energy","2016-03-23 03:49:15"
"AutoNation","2016-03-23 04:19:09"
"Hilton Worldwide Holdings","2016-03-23 10:05:12"
"Hilton Worldwide Holdings","2016-03-23 10:21:15"
"CDW","2016-03-23 19:01:36"
"CDW","2016-03-23 19:13:44"
"HP","2016-03-23 21:33:31"
"Phillips 66","2016-03-25 09:08:00"
"Phillips 66","2016-03-25 09:25:51"
"Becton Dickinson","2016-03-25 15:16:40"
"Walgreens Boots Alliance","2016-03-25 19:26:28"
"AT&T","2016-03-25 22:26:45"
"Wells Fargo","2016-03-26 09:17:30"
"Wells Fargo","2016-03-26 09:32:35"
"Ameriprise Financial","2016-03-26 09:59:42"
"Ameriprise Financial","2016-03-26 10:12:12"
"General Dynamics","2016-03-26 10:28:30"
"Mosaic","2016-03-26 18:21:34"
"Mosaic","2016-03-26 18:26:34"
"Broadcom","2016-03-26 20:17:34"
"ADP","2016-03-26 23:50:11"
"Discover Financial Services","2016-03-27 01:17:17"
"Discover Financial Services","2016-03-27 01:28:45"
"Cameron International","2016-03-27 08:28:32"
"Kellogg","2016-03-27 09:46:53"
"Kellogg","2016-03-27 09:59:17"
"Boeing","2016-03-27 11:31:53"
"Boeing","2016-03-27 11:35:30"
"Core-Mark Holding","2016-03-27 13:57:38"
"CHS","2016-03-27 16:41:14"
"CHS","2016-03-27 16:49:26"
"Occidental Petroleum","2016-03-27 17:14:10"
"Occidental Petroleum","2016-03-27 17:31:19"
"eBay","2016-03-27 18:25:54"
"eBay","2016-03-27 18:37:34"
"American Electric Power","2016-03-27 19:26:05"
"American Electric Power","2016-03-27 19:32:08"
"Fluor","2016-03-27 20:30:28"
"Fluor","2016-03-27 20:40:28"
"D.R. Horton","2016-03-28 09:53:15"
"D.R. Horton","2016-03-28 10:03:59"
"PepsiCo","2016-03-28 11:04:18"
"PepsiCo","2016-03-28 11:23:56"
"Monsanto","2016-03-28 16:06:22"
"Coca-Cola","2016-03-28 21:18:06"
"Pfizer","2016-03-28 22:38:16"
"Masco","2016-03-29 02:32:26"
"Computer Sciences","2016-03-29 05:25:35"
"Computer Sciences","2016-03-29 05:28:50"
"Thermo Fisher Scientific","2016-03-29 18:40:55"
"Thermo Fisher Scientific","2016-03-29 18:57:26"
"BB&T Corp.","2016-03-29 19:19:10"
"BB&T Corp.","2016-03-29 19:34:15"
"Thrivent Financial for Lutherans","2016-03-30 00:27:29"
"Thrivent Financial for Lutherans","2016-03-30 00:30:29"
"HollyFrontier","2016-03-30 07:50:22"
"HollyFrontier","2016-03-30 07:54:07"
"Allstate","2016-03-30 13:07:16"
"Allstate","2016-03-30 13:11:45"
"Emerson Electric","2016-03-30 17:05:50"
"Cigna","2016-03-30 21:44:14"
"Entergy","2016-03-31 04:44:00"
"CST Brands","2016-03-31 05:41:55"
"CST Brands","2016-03-31 05:45:03"
"Merck","2016-03-31 16:30:43"
"3M","2016-03-31 18:06:02"
"DaVita HealthCare Partners","2016-03-31 21:33:48"
"SunTrust Banks","2016-03-31 22:14:43"
"SunTrust Banks","2016-03-31 22:15:51"
"Aflac","2016-04-01 04:39:00"
"Arrow Electronics","2016-04-01 06:10:39"
"Walmart","2016-04-01 11:15:27"
"Walmart","2016-04-01 11:20:18"
"United Technologies","2016-04-01 16:01:34"
"United Technologies","2016-04-01 16:05:35"
"Jarden","2016-04-01 16:51:01"
"Farmers Insurance Exchange","2016-04-01 17:48:14"
"Bristol-Myers Squibb","2016-04-01 18:34:43"
"BorgWarner","2016-04-01 18:56:22"
"BorgWarner","2016-04-01 18:57:07"
"American Express","2016-04-01 19:07:48"
"American Express","2016-04-01 19:21:47"
"Anadarko Petroleum","2016-04-01 23:28:02"
"Anadarko Petroleum","2016-04-01 23:48:22"
"Charter Communications","2016-04-02 16:02:54"
"Celgene","2016-04-02 16:11:27"
"Amgen","2016-04-02 17:06:48"
"Avis Budget Group","2016-04-03 02:30:29"
"Paccar","2016-04-03 04:49:57"
"Omnicom Group","2016-04-03 14:49:35"
"Omnicom Group","2016-04-03 14:50:34"
"Altria Group","2016-04-03 16:57:12"
"J.P. Morgan Chase","2016-04-03 19:34:42"
"Republic Services","2016-04-03 19:44:59"
"Republic Services","2016-04-03 19:57:32"
"Global Partners","2016-04-04 03:53:49"
"Global Partners","2016-04-04 04:04:35"
"Marathon Petroleum","2016-04-04 04:56:47"
"Prudential Financial","2016-04-04 06:13:58"
"Prudential Financial","2016-04-04 06:20:27"
"KKR","2016-04-04 13:22:15"
"Jacobs Engineering Group","2016-04-04 23:04:14"
"Jacobs Engineering Group","2016-04-04 23:05:29"
"Progressive","2016-04-05 01:41:45"
"Progressive","2016-04-05 01:45:55"
"HD Supply Holdings","2016-04-05 03:36:25"
"HD Supply Holdings","2016-04-05 03:48:33"
"Nucor","2016-04-05 06:39:33"
"Whole Foods Market","2016-04-05 09:35:25"
"Whole Foods Market","2016-04-05 09:53:54"
"Philip Morris International","2016-04-05 11:09:00"
"PayPal Holdings","2016-04-05 12:50:12"
"PayPal Holdings","2016-04-05 13:05:50"
"Community Health Systems","2016-04-05 13:39:34"
"Viacom","2016-04-05 20:29:43"
"Viacom","2016-04-05 20:42:32"
"Kroger","2016-04-05 22:03:16"
"Time Warner","2016-04-06 05:16:53"
"Time Warner","2016-04-06 05:23:59"
"CarMax","2016-04-06 09:28:18"
"Disney","2016-04-06 16:20:27"
"J.C. Penney","2016-04-06 18:53:21"
"J.C. Penney","2016-04-06 18:58:27"
"DISH Network","2016-04-06 23:12:46"
"DISH Network","2016-04-06 23:21:59"
"Caterpillar","2016-04-07 02:48:14"
"Caterpillar","2016-04-07 03:11:25"
"Target","2016-04-07 03:42:45"
"Dominion Resources","2016-04-07 06:13:26"
"R.R. Donnelley & Sons","2016-04-07 14:31:40"
"R.R. Donnelley & Sons","2016-04-07 14:44:01"
"Synnex","2016-04-07 14:50:35"
"American Family Insurance Group","2016-04-07 16:44:54"
"American Family Insurance Group","2016-04-07 16:58:44"
"IBM","2016-04-08 01:04:18"
"IBM","2016-04-08 01:13:05"
"Honeywell International","2016-04-08 04:03:44"
"Lincoln National","2016-04-08 04:51:36"
"Lincoln National","2016-04-08 04:53:58"
"Lowe's","2016-04-08 05:24:03"
"Lowe's","2016-04-08 05:25:30"
"Performance Food Group","2016-04-08 14:56:55"
"National Oilwell Varco","2016-04-08 20:52:07"
"National Oilwell Varco","2016-04-08 21:05:12"
"Freddie Mac","2016-04-08 23:03:19"
"Freddie Mac","2016-04-08 23:13:47"
"Sears Holdings","2016-04-08 23:28:41"
"Centene","2016-04-09 15:21:01"
"Centene","2016-04-09 15:25:27"
"BlackRock","2016-04-09 16:08:12"
"BlackRock","2016-04-09 16:13:20"
"United States Steel","2016-04-09 16:40:45"
"United States Steel","2016-04-09 16:53:00"
"DuPont","2016-04-09 19:37:44"
"DuPont","2016-04-09 19:52:55"
"FedEx","2016-04-10 01:03:20"
"FedEx","2016-04-10 01:21:32"
"Cisco Systems","2016-04-10 02:02:17"
"Cisco Systems","2016-04-10 02:07:23"
"Franklin Resources","2016-04-10 07:02:32"
"Supervalu","2016-04-10 08:17:29"
"Supervalu","2016-04-10 08:30:14"
"Texas Instruments","2016-04-10 10:36:10"
"Anthem","2016-04-10 10:45:57"
"Texas Instruments","2016-04-10 10:47:35"
"Johnson Controls","2016-04-10 11:22:43"
"Colgate-Palmolive","2016-04-10 12:27:22"
"Hormel Foods","2016-04-11 09:01:29"
"PBF Energy","2016-04-11 12:48:33"
"TJX","2016-04-11 13:48:43"
"TJX","2016-04-11 14:06:30"
"Land O'Lakes","2016-04-11 21:15:30"
"Land O'Lakes","2016-04-11 21:24:03"
"Visa","2016-04-12 00:15:35"
"Visa","2016-04-12 00:28:41"
"Aetna","2016-04-12 16:23:57"
"Qualcomm","2016-04-12 16:50:20"
"Qualcomm","2016-04-12 17:10:09"
"Citigroup","2016-04-13 12:22:51"
"Leucadia National","2016-04-13 14:54:12"
"Leucadia National","2016-04-13 15:02:52"
"General Electric","2016-04-13 23:59:43"
"General Electric","2016-04-14 00:14:37"
"United Continental Holdings","2016-04-14 08:25:20"
"United Continental Holdings","2016-04-14 08:26:33"
"New York Life Insurance","2016-04-14 18:39:49"
"Intel","2016-04-14 23:56:35"
"Intel","2016-04-14 23:59:50"
"Southwest Airlines","2016-04-15 02:04:04"
"Group 1 Automotive","2016-04-16 04:42:33"
"Goodyear Tire & Rubber","2016-04-16 06:55:25"
"Goodyear Tire & Rubber","2016-04-16 06:57:18"
"FirstEnergy","2016-04-16 07:30:06"
"Raytheon","2016-04-16 10:11:02"
"Raytheon","2016-04-16 10:30:00"
"Southern","2016-04-16 15:38:07"
"Southern","2016-04-16 15:43:14"
"Western Digital","2016-04-16 23:44:21"
"Sysco","2016-04-17 01:24:35"
"Sysco","2016-04-17 01:25:20"
"Office Depot","2016-04-17 01:25:56"
"State Street Corp.","2016-04-17 06:09:41"
"State Street Corp.","2016-04-17 06:29:30"
"Stanley Black & Decker","2016-04-17 07:18:50"
"Stanley Black & Decker","2016-04-17 07:30:27"
"EOG Resources","2016-04-17 13:46:55"
"Cognizant Technology Solutions","2016-04-17 18:30:06"
"Nationwide","2016-04-17 23:02:12"
"Nationwide","2016-04-17 23:03:17"
"AutoZone","2016-04-18 03:47:53"
"Ecolab","2016-04-18 05:42:13"
"Ecolab","2016-04-18 05:42:35"
"Tyson Foods","2016-04-18 11:48:58"
"Verizon","2016-04-18 15:26:58"
"Verizon","2016-04-18 15:28:24"
"Best Buy","2016-04-18 16:19:00"
"Best Buy","2016-04-18 16:24:07"
"Humana","2016-04-19 02:12:35"
"Archer Daniels Midland","2016-04-19 02:59:03"
"Archer Daniels Midland","2016-04-19 03:11:21"
"Health Net","2016-04-19 03:11:52"
"Exelon","2016-04-19 08:49:39"
"Kimberly-Clark","2016-04-19 18:38:35"
"Reynolds American","2016-04-19 22:05:39"
"Reynolds American","2016-04-19 22:20:29"
"Molina Healthcare","2016-04-20 04:09:55"
"PNC Financial Services Group","2016-04-20 18:47:53"
"AutoNation","2016-04-21 03:52:22"
"AutoNation","2016-04-21 03:59:31"
"PG&E Corp.","2016-04-21 12:19:42"
"PG&E Corp.","2016-04-21 12:26:18"
"NRG Energy","2016-04-21 16:15:26"
"NRG Energy","2016-04-21 16:17:46"
"Hilton Worldwide Holdings","2016-04-21 17:38:19"
"CDW","2016-04-21 18:43:37"
"Duke Energy","2016-04-21 23:41:38"
"HP","2016-04-22 03:09:53"
"Phillips 66","2016-04-23 16:08:40"
"Becton Dickinson","2016-04-23 22:20:05"
"Becton Dickinson","2016-04-23 22:23:30"
"Wells Fargo","2016-04-24 02:27:52"
"Wells Fargo","2016-04-24 02:28:07"
"Broadcom","2016-04-24 05:15:01"
"Broadcom","2016-04-24 05:19:15"
"AT&T","2016-04-24 07:33:51"
"AT&T","2016-04-24 07:33:58"
"General Dynamics","2016-04-24 11:29:10"
"General Dynamics","2016-04-24 11:34:18"
"Walgreens Boots Alliance","2016-04-24 16:47:51"
"Cameron International","2016-04-25 04:03:54"
"Kellogg","2016-04-25 04:56:55"
"Kellogg","2016-04-25 05:01:28"
"Crown Holdings","2016-04-25 05:37:34"
"Crown Holdings","2016-04-25 05:46:57"
"eBay","2016-04-25 06:13:34"
"Mosaic","2016-04-25 08:17:17"
"Ameriprise Financial","2016-04-25 13:11:41"
"ADP","2016-04-25 15:48:55"
"Fluor","2016-04-25 16:30:01"
"Fluor","2016-04-25 16:59:04"
"American Electric Power","2016-04-25 18:01:24"
"Occidental Petroleum","2016-04-25 22:35:34"
"Icahn Enterprises","2016-04-26 08:49:41"
"Pfizer","2016-04-26 09:44:00"
"Pfizer","2016-04-26 09:59:30"
"Core-Mark Holding","2016-04-26 12:24:37"
"Core-Mark Holding","2016-04-26 12:34:20"
"Boeing","2016-04-26 17:01:44"
"Discover Financial Services","2016-04-26 19:33:42"
"Discover Financial Services","2016-04-26 19:44:19"
"CHS","2016-04-26 22:08:43"
"PepsiCo","2016-04-27 05:31:32"
"PepsiCo","2016-04-27 05:46:03"
"Masco","2016-04-27 07:04:45"
"Coca-Cola","2016-04-27 10:59:47"
"Coca-Cola","2016-04-27 11:11:19"
"Thermo Fisher Scientific","2016-04-27 13:25:11"
"Monsanto","2016-04-27 16:31:48"
"Monsanto","2016-04-27 16:54:11"
"D.R. Horton","2016-04-27 20:20:31"
"D.R. Horton","2016-04-27 20:24:18"
"Yum Brands","2016-04-28 04:00:19"
"Yum Brands","2016-04-28 04:21:33"
"Allstate","2016-04-28 07:06:58"
"HollyFrontier","2016-04-28 11:40:49"
"HollyFrontier","2016-04-28 11:40:59"
"Computer Sciences","2016-04-28 12:58:53"
"BB&T Corp.","2016-04-28 23:47:04"
"Emerson Electric","2016-04-29 03:11:30"
"Emerson Electric","2016-04-29 03:27:20"
"Thrivent Financial for Lutherans","2016-04-29 04:43:29"
"Thrivent Financial for Lutherans","2016-04-29 04:45:15"
"Merck","2016-04-29 04:52:46"
"Cigna","2016-04-29 17:47:27"
"American Express","2016-04-30 02:39:05"
"American Express","2016-04-30 02:45:24"
"3M","2016-04-30 03:48:20"
"3M","2016-04-30 04:06:34"
"Farmers Insurance Exchange","2016-04-30 06:00:52"
"SunTrust Banks","2016-04-30 06:01:11"
"Farmers Insurance Exchange","2016-04-30 06:04:59"
"SunTrust Banks","2016-04-30 06:08:09"
"DaVita HealthCare Partners","2016-04-30 07:02:43"
"DaVita HealthCare Partners","2016-04-30 07:10:10"
"BorgWarner","2016-04-30 07:30:32"
"BorgWarner","2016-04-30 07:35:02"
"Ford Motor","2016-04-30 07:46:13"
"Anadarko Petroleum","2016-04-30 09:37:56"
"Anadarko Petroleum","2016-04-30 09:38:58"
"CST Brands","2016-04-30 14:49:09"
"Entergy","2016-04-30 15:27:14"
"Entergy","2016-04-30 15:29:22"
"Bristol-Myers Squibb","2016-04-30 21:57:16"
"Bristol-Myers Squibb","2016-04-30 22:02:52"
"Jarden","2016-05-01 03:20:40"
"Jarden","2016-05-01 03:35:32"
"Arrow Electronics","2016-05-01 10:17:25"
"Arrow Electronics","2016-05-01 10:19:58"
"Aflac","2016-05-01 11:40:05"
"Aflac","2016-05-01 11:56:23"
"United Technologies","2016-05-01 13:00:36"
"United Technologies","2016-05-01 13:12:18"
"Walmart","2016-05-01 15:40:04"
"Walmart","2016-05-01 15:55:51"
"Charter Communications","2016-05-01 21:42:12"
"Avis Budget Group","2016-05-02 10:07:12"
"Omnicom Group","2016-05-02 12:35:44"
"Altria Group","2016-05-02 14:08:14"
"Altria Group","2016-05-02 14:14:13"
"Amgen","2016-05-02 20:11:40"
"Celgene","2016-05-02 21:08:35"
"Paccar","2016-05-03 02:00:02"
"Jacobs Engineering Group","2016-05-03 03:26:51"
"Jacobs Engineering Group","2016-05-03 03:35:52"
"Republic Services","2016-05-03 03:41:15"
"Republic Services","2016-05-03 03:51:27"
"Prudential Financial","2016-05-03 06:39:51"
"J.P. Morgan Chase","2016-05-03 07:17:08"
"J.P. Morgan Chase","2016-05-03 07:28:15"
"KKR","2016-05-03 09:43:00"
"Marathon Petroleum","2016-05-03 23:56:31"
"Marathon Petroleum","2016-05-04 00:08:19"
"Community Health Systems","2016-05-04 00:18:15"
"Community Health Systems","2016-05-04 00:31:08"
"Global Partners","2016-05-04 01:10:20"
"Global Partners","2016-05-04 01:14:14"
"PayPal Holdings","2016-05-04 06:53:52"
"PayPal Holdings","2016-05-04 07:13:17"
"HD Supply Holdings","2016-05-04 12:33:42"
"Viacom","2016-05-05 02:47:04"
"Whole Foods Market","2016-05-05 05:06:45"
"Time Warner","2016-05-05 08:54:28"
"Time Warner","2016-05-05 09:13:05"
"Kroger","2016-05-05 10:04:06"
"Philip Morris International","2016-05-05 12:22:05"
"Philip Morris International","2016-05-05 12:40:41"
"CarMax","2016-05-05 14:25:40"
"CarMax","2016-05-05 14:33:43"
"Progressive","2016-05-05 14:46:01"
"Nucor","2016-05-05 15:47:02"
"Synnex","2016-05-06 01:59:59"
"Synnex","2016-05-06 02:14:26"
"Disney","2016-05-06 02:34:48"
"Disney","2016-05-06 02:53:44"
"Dominion Resources","2016-05-06 04:26:14"
"DISH Network","2016-05-06 14:20:02"
"DISH Network","2016-05-06 14:24:08"
"J.C. Penney","2016-05-06 16:19:43"
"Lowe's","2016-05-07 02:42:03"
"National Oilwell Varco","2016-05-07 04:06:41"
"National Oilwell Varco","2016-05-07 04:23:22"
"Lincoln National","2016-05-07 05:04:27"
"Lincoln National","2016-05-07 05:07:13"
"Caterpillar","2016-05-07 06:47:13"
"Target","2016-05-07 12:27:14"
"Sears Holdings","2016-05-07 12:58:45"
"Sears Holdings","2016-05-07 13:11:31"
"Honeywell International","2016-05-07 15:21:58"
"Honeywell International","2016-05-07 15:26:32"
"Freddie Mac","2016-05-07 16:46:14"
"R.R. Donnelley & Sons","2016-05-07 16:59:17"
"R.R. Donnelley & Sons","2016-05-07 17:20:12"
"IBM","2016-05-07 23:22:53"
"IBM","2016-05-07 23:29:57"
"American Family Insurance Group","2016-05-07 23:42:51"
"Centene","2016-05-08 02:23:15"
"Centene","2016-05-08 02:33:47"
"Performance Food Group","2016-05-08 11:01:07"
"BlackRock","2016-05-08 11:44:04"
"DuPont","2016-05-08 11:45:15"
"BlackRock","2016-05-08 11:45:35"
"United States Steel","2016-05-08 12:33:07"
"United States Steel","2016-05-08 12:46:29"
"Colgate-Palmolive","2016-05-09 12:27:21"
"Franklin Resources","2016-05-09 20:36:44"
"Ingram Micro","2016-05-10 04:09:36"
"Land O'Lakes","2016-05-10 04:44:14"
"Hormel Foods","2016-05-10 06:20:17"
"Anthem","2016-05-10 07:50:58"
"Anthem","2016-05-10 08:08:26"
"Johnson Controls","2016-05-10 09:33:38"
"Johnson Controls","2016-05-10 09:35:41"
"TJX","2016-05-10 15:53:15"
"Cisco Systems","2016-05-10 20:43:24"
"Cisco Systems","2016-05-10 20:45:57"
"WestRock","2016-05-10 20:49:16"
"WestRock","2016-05-10 20:52:13"
"FedEx","2016-05-10 22:28:17"
"Supervalu","2016-05-10 22:32:37"
"Texas Instruments","2016-05-10 22:33:22"
"FedEx","2016-05-10 22:41:53"
"Visa","2016-05-11 01:14:00"
"Qualcomm","2016-05-11 02:15:16"
"PBF Energy","2016-05-11 02:54:48"
"Aetna","2016-05-11 18:58:14"
"Aetna","2016-05-11 19:20:23"
"General Electric","2016-05-13 02:12:48"
"General Electric","2016-05-13 02:19:44"
"Chevron","2016-05-13 06:46:07"
"Chevron","2016-05-13 06:54:10"
"Citigroup","2016-05-13 09:25:25"
"New York Life Insurance","2016-05-13 12:57:55"
"New York Life Insurance","2016-05-13 13:04:28"
"United Continental Holdings","2016-05-13 14:13:24"
"United Continental Holdings","2016-05-13 14:18:48"
"Leucadia National","2016-05-13 17:51:17"
"Leucadia National","2016-05-13 17:54:11"
"Southwest Airlines","2016-05-14 01:02:39"
"Southwest Airlines","2016-05-14 01:14:50"
"Intel","2016-05-14 04:33:11"
"Kraft Heinz","2016-05-14 23:10:09"
"Kraft Heinz","2016-05-14 23:30:11"
"Raytheon","2016-05-15 05:29:15"
"Raytheon","2016-05-15 05:30:02"
"Group 1 Automotive","2016-05-15 11:28:51"
"Southern","2016-05-15 11:31:10"
"Group 1 Automotive","2016-05-15 11:34:58"
"Goodyear Tire & Rubber","2016-05-15 23:40:57"
"Goodyear Tire & Rubber","2016-05-15 23:52:05"
"Cognizant Technology Solutions","2016-05-16 02:17:16"
"Cognizant Technology Solutions","2016-05-16 02:17:57"
"Western Digital","2016-05-16 03:53:37"
"Western Digital","2016-05-16 03:54:33"
"FirstEnergy","2016-05-16 16:06:44"
"FirstEnergy","2016-05-16 16:06:45"
"Office Depot","2016-05-16 21:09:06"
"Office Depot","2016-05-16 21:14:43"
"Nationwide","2016-05-16 21:55:26"
"Nationwide","2016-05-16 22:14:15"
"Stanley Black & Decker","2016-05-16 22:55:29"
"AutoZone","2016-05-17 00:15:49"
"AutoZone","2016-05-17 00:39:09"
"State Street Corp.","2016-05-17 10:05:24"
"Verizon","2016-05-17 13:18:04"
"Sysco","2016-05-17 17:05:20"
"Sysco","2016-05-17 17:08:44"
"EOG Resources","2016-05-17 23:17:21"
"EOG Resources","2016-05-17 23:20:10"
"Archer Daniels Midland","2016-05-18 00:11:57"
"Archer Daniels Midland","2016-05-18 00:25:05"
"Tyson Foods","2016-05-18 02:15:19"
"Ecolab","2016-05-18 09:48:21"
"Ecolab","2016-05-18 09:58:52"
"Best Buy","2016-05-18 21:11:14"
"Best Buy","2016-05-18 21:19:27"
"Exelon","2016-05-18 22:19:04"
"Kimberly-Clark","2016-05-19 04:41:06"
"Avnet","2016-05-19 08:50:12"
"Health Net","2016-05-19 16:23:22"
"Humana","2016-05-19 18:26:14"
"Molina Healthcare","2016-05-20 01:10:44"
"Molina Healthcare","2016-05-20 01:29:13"
"Duke Energy","2016-05-20 16:27:32"
"PNC Financial Services Group","2016-05-20 20:02:28"
"PNC Financial Services Group","2016-05-20 20:17:07"
"CDW","2016-05-20 23:36:52"
"CDW","2016-05-20 23:45:38"
"Time Warner Cable","2016-05-21 12:07:23"
"PG&E Corp.","2016-05-21 12:10:08"
"PG&E Corp.","2016-05-21 12:15:06"
"Hilton Worldwide Holdings","2016-05-21 14:32:23"
"HP","2016-05-21 23:11:38"
"HP","2016-05-21 23:21:14"
"AutoNation","2016-05-21 23:49:37"
"Textron","2016-05-22 00:43:50"
"Union Pacific","2016-05-22 18:58:00"
"Becton Dickinson","2016-05-22 19:06:24"
"Becton Dickinson","2016-05-22 19:34:09"
"Phillips 66","2016-05-22 20:59:36"
"Phillips 66","2016-05-22 21:04:25"
"Walgreens Boots Alliance","2016-05-23 02:44:46"
"Walgreens Boots Alliance","2016-05-23 02:53:33"
"WellCare Health Plans","2016-05-23 07:21:38"
"AT&T","2016-05-23 07:40:57"
"WellCare Health Plans","2016-05-23 07:45:58"
"Wells Fargo","2016-05-23 18:13:17"
"Wells Fargo","2016-05-23 18:20:01"
"Fluor","2016-05-24 03:09:35"
"Ameriprise Financial","2016-05-24 04:09:14"
"Ameriprise Financial","2016-05-24 04:11:53"
"Mosaic","2016-05-24 04:20:44"
"Mosaic","2016-05-24 04:27:52"
"Broadcom","2016-05-24 09:06:09"
"Broadcom","2016-05-24 09:06:18"
"eBay","2016-05-24 09:27:56"
"Occidental Petroleum","2016-05-24 12:39:32"
"Occidental Petroleum","2016-05-24 12:40:55"
"American Electric Power","2016-05-24 16:55:48"
"General Dynamics","2016-05-24 22:06:13"
"General Dynamics","2016-05-24 22:18:22"
"Kellogg","2016-05-24 22:23:01"
"Kellogg","2016-05-24 22:26:58"
"Cameron International","2016-05-25 09:42:28"
"Crown Holdings","2016-05-25 11:27:46"
"Crown Holdings","2016-05-25 11:44:40"
"Icahn Enterprises","2016-05-25 14:22:23"
"Pfizer","2016-05-25 20:06:35"
"Pfizer","2016-05-25 20:09:21"
"ADP","2016-05-25 20:53:51"
"ADP","2016-05-25 21:17:11"
"Discover Financial Services","2016-05-26 00:19:07"
"American Airlines Group","2016-05-26 03:36:17"
"PepsiCo","2016-05-26 14:10:45"
"Boeing","2016-05-26 17:33:07"
"Boeing","2016-05-26 17:41:23"
"CHS","2016-05-26 17:48:19"
"CHS","2016-05-26 17:51:16"
"Core-Mark Holding","2016-05-26 17:56:04"
"Core-Mark Holding","2016-05-26 17:56:04"
"Coca-Cola","2016-05-26 20:15:19"
"Coca-Cola","2016-05-26 20:19:17"
"D.R. Horton","2016-05-27 01:25:10"
"Thermo Fisher Scientific","2016-05-27 02:13:09"
"Thermo Fisher Scientific","2016-05-27 02:13:56"
"Allstate","2016-05-27 03:25:26"
"Yum Brands","2016-05-27 10:35:10"
"Yum Brands","2016-05-27 10:50:21"
"Monsanto","2016-05-27 11:46:15"
"Masco","2016-05-27 19:00:17"
"BB&T Corp.","2016-05-27 19:58:19"
"BB&T Corp.","2016-05-27 20:09:22"
"Computer Sciences","2016-05-28 02:34:20"
"Toys 'R' Us","2016-05-28 12:14:24"
"Toys 'R' Us","2016-05-28 12:23:19"
"Emerson Electric","2016-05-28 17:13:53"
"Emerson Electric","2016-05-28 17:35:09"
"HollyFrontier","2016-05-28 23:18:45"
"HollyFrontier","2016-05-28 23:23:03"
"Merck","2016-05-29 00:11:40"
"Merck","2016-05-29 00:16:14"
"Cigna","2016-05-29 00:18:48"
"Cigna","2016-05-29 00:19:54"
"SunTrust Banks","2016-05-29 04:22:07"
"Farmers Insurance Exchange","2016-05-29 05:35:51"
"Thrivent Financial for Lutherans","2016-05-29 12:16:48"
"Thrivent Financial for Lutherans","2016-05-29 12:42:21"
"DaVita HealthCare Partners","2016-05-29 22:58:45"
"DaVita HealthCare Partners","2016-05-29 23:15:14"
"BorgWarner","2016-05-29 23:25:59"
"BorgWarner","2016-05-29 23:39:21"
"3M","2016-05-29 23:44:22"
"3M","2016-05-29 23:45:59"
"Arrow Electronics","2016-05-30 00:20:29"
"Arrow Electronics","2016-05-30 00:23:59"
"CSX","2016-05-30 02:17:21"
"CSX","2016-05-30 02:29:47"
"Ford Motor","2016-05-30 04:02:38"
"SpartanNash","2016-05-30 04:18:34"
"Entergy","2016-05-30 05:05:10"
"Alcoa","2016-05-30 06:33:52"
"Alcoa","2016-05-30 06:36:57"
"CST Brands","2016-05-30 08:38:36"
"Charter Communications","2016-05-30 08:47:27"
"Charter Communications","2016-05-30 08:50:03"
